book_id,title,author,price,stock,category
9780312194390,The Autobiography of Henry VIII,Margaret George,300000,9,Fiction
9780312194406,Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,207000,8,Fiction
9780312199432,One Thousand White Women,Jim Fergus,376000,15,Fiction
9780312202057,Requiem for Harlem,Henry Roth,166000,5,Fiction
9780312203030,High Five,Janet Evanovich,167000,10,Fiction
9780312203856,"James Tiptree, Jr.",Julie Phillips,343000,9,Biography & Autobiography
9780312241223,Birds of America,Lorrie Moore,320000,11,Fiction
9780312241353,And The Band Played on,Randy Shilts,262000,14,Health & Fitness
9780312243357,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,308000,6,History
9780312252816,Death in the Andamans,M. M. Kaye,277000,10,Fiction
9780312263089,Death in Berlin,M. M. Kaye,192000,16,Fiction
9780312263102,Death in Kashmir,M. M. Kaye,328000,20,Fiction
9780312263232,Four Mothers,Shifra Horn;Dalya Bilu,137000,15,Fiction
9780312263997,Timbuktu,Paul Auster,186000,5,Fiction
9780312265052,The Naked and the Dead,Norman Mailer,178000,10,Fiction
9780312266059,The Illustrated Story Of O,Pauline Reage,143000,12,Photography
9780312267179,Catfish and Mandala,Andrew X. Pham,239000,14,Biography & Autobiography
9780312273224,Absent in the Spring and Other Novels,Mary Westmacott;Agatha Christie,383000,18,Fiction
9780312274924,Round Ireland with a Fridge,Tony Hawks,254000,19,Travel
9780312277109,An Unfortunate Woman,Richard Brautigan,349000,14,Fiction
9780312278496,The Glass Bead Game,Hermann Hesse,153000,13,Fiction
9780312279998,Emotionally Weird,Kate Atkinson,236000,5,Fiction
9780312286217,A Writer's Workbook,Caroline Sharp;Elizabeth Gilbert,331000,19,Language Arts & Disciplines
9780312287443,Waiting for My Cats to Die,Stacy Horn,290000,11,Biography & Autobiography
9780312288013,Serious Girls,Maxine Swann,299000,7,Fiction
9780312288273,Lords of the White Castle,Elizabeth Chadwick,367000,8,Fiction
9780312289515,The Christmas Shoes,Donna VanLiere,351000,9,Fiction
9780312295431,Education As My Agenda,Gertrude S. Williams;Jo Ann Robinson,362000,19,Biography & Autobiography
9780312300333,Banvard's Folly,Paul Collins,109000,13,History
9780312300531,The Last Jew,Noah Gordon,101000,7,Fiction
9780312304461,How to Write a Damn Good Mystery,James N. Frey,213000,13,Language Arts & Disciplines
9780312306342,Plum Lovin',Janet Evanovich,365000,15,Fiction
9780312311339,McCarthy's Bar,Pete McCarthy,120000,6,Travel
9780312312152,The Little Princesses,Marion Crawford,248000,18,Biography & Autobiography
9780312313678,The New York Times Guide to Essential Knowledge,The New York Times,362000,14,Reference
9780312315733,Little Children,Tom Perrotta,241000,12,Fiction
9780312316136,The Gatekeeper,Terry Eagleton,129000,5,Biography & Autobiography
9780312319731,Dominion,Matthew Scully,237000,16,Nature
9780312320195,SPQR VI: Nobody Loves a Centurion,John Maddox Roberts,127000,7,Fiction
9780312321185,Something Borrowed,Emily Giffin,291000,9,Fiction
9780312321192,Something Borrowed,Emily Giffin,327000,16,Fiction
9780312321208,P.S. Your Cat Is Dead,James Kirkwood,112000,16,Fiction
9780312323868,Something Blue,Emily Giffin,218000,5,Fiction
9780312330866,All Things Bright and Beautiful,James Herriot,380000,15,Biography & Autobiography
9780312333751,Inside the Mind of Gideon Rayburn,Sarah Miller,298000,19,Juvenile Fiction
9780312333799,Spider Mountain,P. T. Deutermann,380000,14,Fiction
9780312339012,Where the Mountain Casts Its Shadow,Maria Coffey,389000,13,Biography & Autobiography
9780312342517,Sideways,Rex Pickett,289000,10,Fiction
9780312348649,Baby Proof,Emily Giffin,321000,14,Fiction
9780312349493,Lean Mean Thirteen,Janet Evanovich,249000,20,Fiction
9780312352189,The Last Wife of Henry VIII,Carolly Erickson,155000,7,Fiction
9780312352356,The Forsaken,L. A. Banks,167000,6,Fiction
9780312353261,A Woman of Substance,Barbara Taylor Bradford,129000,7,Fiction
9780312354077,Dirty Little Secrets,Joy King,174000,5,Fiction
9780312354374,Think Like a Guy,Giuliana Depandi,197000,8,Family & Relationships
9780312354602,The Ravenscar Dynasty,Barbara Taylor Bradford,397000,11,Fiction
9780312354954,The Devil in the Junior League,Linda Francis Lee,140000,6,Fiction
9780312357771,The Silver Pigs,Lindsey Davis,339000,16,Fiction
9780312360115,The Mystery Method,Mystery;Chris Odom,304000,17,Family & Relationships
9780312360863,Let's Go Australia 9th Edition,Let's Go Inc,144000,15,Travel
9780312361754,"The Paris Review Interviews, I",The Paris Review,195000,16,Biography & Autobiography
9780312362966,More Plums in One,Janet Evanovich,209000,15,Fiction
9780312369347,Beatrix Potter,Linda Lear,377000,12,Biography & Autobiography
9780312420147,The Twenty-Seventh City,Jonathan Franzen,352000,6,Fiction
9780312420925,"Haussmann, Or the Distinction",Paul LaFarge,370000,14,Fiction
9780312421991,What Was She Thinking?,Zoë Heller,377000,9,Fiction
9780312422158,Middlesex,Jeffrey Eugenides,335000,10,Fiction
9780312422240,The Interpreter,Suki Kim,130000,6,Fiction
9780312422325,Hand to Mouth,Paul Auster,325000,14,Biography & Autobiography
9780312422738,A Feather on the Breath of God,Sigrid Nunez,338000,8,Fiction
9780312423131,Galatea 2.2,Richard Powers,235000,16,Fiction
9780312423209,Mason & Dixon,Thomas Pynchon,305000,7,Fiction
9780312423377,The River at the Center of the World,Simon Winchester,330000,16,Travel
9780312423674,Primo Levi,Ian Thomson,375000,9,Biography & Autobiography
9780312423797,Dry,Augusten Burroughs,249000,5,Biography & Autobiography
9780312424084,A Home at the End of the World,Michael Cunningham,291000,13,Fiction
9780312424121,Call It Sleep,Henry Roth,147000,5,Fiction
9780312424671,Small Island,Andrea Levy,325000,19,Fiction
9780312424688,Collected Prose,Paul Auster,149000,5,Literary Collections
9780312424916,Saints at the River,Ron Rash,125000,14,Fiction
9780312425081,Chemistry and Other Stories,Ron Rash,264000,20,Fiction
9780312425869,Vita,Melania G. Mazzucco,338000,14,Fiction
9780312426033,Night Draws Near,Anthony Shadid,313000,11,History
9780312426118,A Woman in Berlin,Anonymous,381000,6,Biography & Autobiography
9780312426231,The Brooklyn Follies,Paul Auster,165000,16,Fiction
9780312643065,The Price of the Ticket,James Baldwin,155000,6,Literary Criticism
9780312852535,The Humanoids,Jack Williamson,309000,8,Fiction
9780312853020,"The Demon Princes, Vol. 1",Jack Vance,184000,20,Fiction
9780312861438,The Memory of Whiteness,Kim Stanley Robinson,120000,9,Fiction
9780312861872,Xenocide,Orson Scott Card,374000,6,Fiction
9780312862176,The Dark Descent,Clive Barker;Ray Bradbury,270000,11,Fiction
9780312864743,Ports of Call,Jack Vance,259000,14,Fiction
9780312865764,"The Demon Princes, Vol. 2",Jack Vance,231000,15,Fiction
9780312869595,Jack of Kinrowan,Charles de Lint,248000,5,Fiction
9780312872793,Lurulu,Jack Vance,307000,17,Fiction
9780312873110,The Land of Laughs,Jonathan Carroll,268000,20,Fiction
9780312874568,Tales of the Dying Earth,Jack Vance,210000,16,Fiction
9780312875572,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,179000,5,Fiction
9780312876623,Songmaster,Orson Scott Card,293000,19,Fiction
9780312877514,Lovelock,Orson Scott Card;Kathryn H. Kidd,388000,15,Fiction
9780312878269,Duel,Richard Matheson,279000,20,Fiction
9780312878603,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,174000,12,Fiction
9780312890186,Sword & Citadel,Gene Wolfe,232000,11,Fiction
9780312890216,The Starry Rift,James Tiptree,391000,6,Fiction
9780312890384,Pacific Edge,Kim Stanley Robinson,400000,18,Fiction
9780312925741,Devil's Backbone,Terry C. Johnston,284000,19,Fiction
9780312929640,The Circle,David Poyer,350000,15,Fiction
9780312932787,Faking It,Jennifer Crusie,344000,15,Fiction
9780312932800,Welcome to Temptation,Jennifer Crusie,386000,9,Fiction
9780312934309,Full Bloom,Janet Evanovich;Charlotte Hughes,155000,9,Fiction
9780312934316,Full Scoop,Janet Evanovich;Charlotte Hughes,377000,20,Fiction
9780312934439,The Damned,L. A. Banks,355000,18,Fiction
9780312935757,The Cursed One,Ronda Thompson,237000,10,Fiction
9780312937690,A Quiver Full of Arrows,Jeffrey Archer,310000,9,Fiction
9780312937720,The Hunted,L. A. Banks,357000,13,Fiction
9780312940027,The Forbidden,L. A. Banks,197000,5,Fiction
9780312940669,When the Lion Feeds,Wilbur Smith,170000,7,Fiction
9780312940683,A Sparrow Falls,Wilbur Smith,134000,19,Fiction
9780312940980,The Unfortunate Miss Fortunes,Jennifer Crusie;Eileen Dreyer;Anne Stuart,202000,19,Fiction
9780312941468,Hot Stuff,Janet Evanovich;Leanne Banks,211000,10,Fiction
9780312948962,Two for the Dough,Janet Evanovich,124000,13,Fiction
9780312953966,The Edge of Honor,P. T. Deutermann,347000,15,Fiction
9780312965686,Wings of Fire,Charles Todd,298000,6,Fiction
9780312965785,All Creatures Great and Small,James Herriot,258000,9,Biography & Autobiography
9780312966973,Four to Score,Janet Evanovich,133000,14,Fiction
9780312970079,Black Coffee,Agatha Christie,270000,20,Fiction
9780312970741,El Paso,Matt Braun,227000,14,Fiction
9780312971281,Search the Dark,Charles Todd,258000,19,Fiction
9780312971397,Cuba,Stephen Coonts,301000,15,Fiction
9780312975739,What the Corpse Revealed,Hugh Miller,183000,19,True Crime
9780312978334,Name Dropping,Rachael F. Heller,147000,20,Fiction
9780312980146,Seven Up,Janet Evanovich,216000,11,Fiction
9780312980160,Hardcase,Dan Simmons,400000,16,Fiction
9780312980382,Warlock,Wilbur Smith,200000,16,Fiction
9780312981662,Crooked House,Agatha Christie,166000,18,Fiction
9780312982010,Abandoned Prayers,Gregg Olsen,338000,14,True Crime
9780312982515,The Sigma Protocol,Robert Ludlum,212000,18,Fiction
9780312982867,True Believers,Jane Haddam,225000,10,Fiction
9780312983307,Full Blast,Janet Evanovich;Charlotte Hughes,172000,13,Fiction
9780312983864,Hard Eight,Janet Evanovich,281000,6,Fiction
9780312985349,Eleven on Top,Janet Evanovich,310000,12,Fiction
9780312987015,Minion,L. A. Banks,305000,8,Fiction
9780312989385,The Janson Directive,Robert Ludlum,208000,18,Fiction
9780312990688,The Tristan Betrayal,Robert Ludlum,384000,12,Fiction
9780312990695,The Ambler Warning,Robert Ludlum,281000,20,Fiction
9780312990718,Robert Ludlum's The Moscow Vector,Robert Ludlum;Patrick Larkin,362000,5,Fiction
9780312994815,The Firefly,P. T. Deutermann,222000,9,Fiction
9780312997113,As the Crow Flies,Jeffrey Archer,295000,16,Fiction
9780312997830,Dakota,Matt Braun,222000,13,Fiction
9780313309335,The Fantastic Vampire,James Craig Holte,202000,15,Literary Criticism
9780316000611,SantaKid,James Patterson,315000,18,Juvenile Fiction
9780316000956,Trials of Death,Darren Shan,374000,6,Juvenile Fiction
9780316010764,Oblivion,David Foster Wallace,231000,11,Fiction
9780316013260,Julie and Julia,Julie Powell,309000,9,Biography & Autobiography
9780316013307,The Truth of the Matter,Robb Forman Dew,205000,10,Fiction
9780316013314,The Beatles,Bob Spitz,219000,15,Biography & Autobiography
9780316015844,Twilight,Stephenie Meyer,314000,11,Young Adult Fiction
9780316016650,Cirque Du Freak #10: The Lake of Souls,Darren Shan,197000,14,Young Adult Fiction
9780316017442,The Terror,Dan Simmons,268000,16,Fiction
9780316066143,Hollywood Station,Joseph Wambaugh,265000,6,Fiction
9780316154970,The Harry Bosch Novels,Michael Connelly,183000,6,Fiction
9780316156110,Consider the Lobster,David Foster Wallace,367000,19,Literary Criticism & Collections
9780316159722,Yiddish with Dick and Jane,Ellis Weiner;Barbara Davilman,250000,18,Humor
9780316168816,The Lovely Bones,Alice Sebold,260000,7,Fiction
9780316172325,Blink,Malcolm Gladwell,238000,11,Business & Economics
9780316182744,Paint it Black,Janet Fitch,145000,19,Fiction
9780316281331,"The World Treasury of Physics, Astronomy, and Mathematics",Timothy Ferris;Clifton Fadiman,201000,17,Education
9780316284950,White Oleander,Janet Fitch,295000,8,Fiction
9780316294522,Midnight Riders,Scott Freeman,229000,5,Music
9780316296199,The Magus,John Fowles,134000,15,Fiction
9780316341516,Mythology,Edith Hamilton,248000,18,Social Science
9780316545037,"Last Lion, The: Volume 1",William Manchester,254000,15,Biography & Autobiography
9780316563567,Candy,Mian Mian,151000,18,Fiction
9780316578998,The Black Veil,Rick Moody,333000,7,Family & Relationships
9780316614566,"Harry Bosch Novels, The: Volume 2",Michael Connelly,140000,8,Fiction
9780316693356,Miracle on the 17th Green,James Patterson;Peter De Jonge,198000,16,Fiction
9780316706001,The Ice Storm,Rick Moody,215000,13,Fiction
9780316735162,Gossip Girl #6: You're the One That I Want,Cecily von Ziegesar,260000,15,Juvenile Fiction
9780316769488,The Catcher in the Rye,J.D. Salinger,277000,19,Fiction
9780316831307,Strangers from a Different Shore,Ronald Takaki,198000,11,History
9780316907927,An Unfinished Life,Robert Dallek,386000,5,Biography & Autobiography
9780316910330,Gossip Girl #1,Cecily von Ziegesar,391000,5,Young Adult Fiction
9780316912129,Gossip Girl #3: All I Want is Everything,Cecily von Ziegesar,386000,14,Young Adult Fiction
9780316919890,A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,181000,19,Humor
9780316926348,Brideshead Revisited,Evelyn Waugh,361000,20,Fiction
9780316926607,The Complete Stories of Evelyn Waugh,Evelyn Waugh,209000,16,Fiction
9780316955126,Don't Stop the Carnival,Herman Wouk,228000,14,Fiction
9780321209184,American Government,Karen O'Connor;Larry Sabato,178000,19,Political Science
9780321276230,Essentials of American Government,Karen O'Connor;Larry J. Sabato,163000,9,Political Science
9780321399533,"Mary Wollstonecraft Shelley's Frankenstein, or, The modern Prometheus",Mary Wollstonecraft Shelley;Susan J. Wolfson,310000,13,Fiction
9780321427137,Oscar Wilde's The Picture of Dorian Gray,Oscar Wilde;Andrew Elfenbein,275000,13,Fiction
9780321432872,Andrew Carnegie and the Rise of Big Business,Harold C. Livesay,247000,12,Biography & Autobiography
9780330257312,Invisible Cities,Italo Calvino,268000,9,Unknown Category
9780330281720,Running in the Family,Michael Ondaatje,152000,9,Authors
9780330301749,The Circus of Adventure,Enid Blyton,224000,6,Juvenile Fiction
9780330304214,A Gift of Wings,Richard Bach,227000,16,Air pilots
9780330314916,The Orchard Keeper,Cormac McCarthy,244000,19,Community life
9780330316255,The Real Frank Zappa Book,Frank Zappa;Peter Occhiogrosso,370000,15,Rock musicians
9780330334617,The Border Trilogy,Cormac McCarthy,313000,15,Fiction
9780330334686,Misreadings,Umberto Eco,161000,12,Literary Criticism
9780330338813,Vurt,Jeff Noon,189000,12,Brothers and sisters
9780330340199,In Pharaoh's Army,Tobias Wolff,178000,18,Authors
9780330340328,The Reality Dysfunction,Peter F. Hamilton,356000,18,English fiction
9780330345040,Paper Money,Ken Follett,184000,11,Conspiracies
9780330346511,An Unquiet Mind,Kay Redfield Jamison,112000,16,Biography & Autobiography
9780330347761,The Golden Key,Melanie Rawn;Jennifer Roberson;Kate Elliott,154000,8,Families
9780330351690,Into the Wild,Jon Krakauer,377000,7,True Crime
9780330353823,The Memoirs of Cleopatra,Margaret George,350000,17,Egypt
9780330363686,Just Disgusting!,Andy Griffiths,178000,5,Australian fiction
9780330367349,Bridget Jones,Helen Fielding,127000,13,Diary fiction
9780330371223,Four to Score,Janet Evanovich,211000,7,Bail bond agents
9780330371230,High Five,Janet Evanovich,106000,14,Bail bond agents
9780330371247,Hot Six,Janet Evanovich,232000,9,Bail bond agents
9780330373579,The Sign of the Cross,Colm Tóibín,256000,15,Catholics
9780330375467,Them,Jon Ronson,194000,20,Political leadership
9780330398046,Just as Long as We're Together,Judy Blume,363000,5,Families
9780330411738,Hour Game,David Baldacci,254000,12,Fiction
9780330412445,Bosnia,Noel Malcolm,217000,11,Bosnia and Hercegovina
9780330418881,Every Boy's Got One,Meg Cabot,386000,11,Americans
9780330419123,Under the Banner of Heaven,Jon Krakauer,323000,16,Mormon fundamentalism
9780330419154,Downsize This!,Michael Moore,290000,19,American Wit And Humour
9780330419581,Marching Powder,Rusty Young,163000,7,Cocaine industry
9780330419642,Absolute Power,David Baldacci,138000,5,Murder
9780330433136,Chasing the Monsoon,Alexander Frater,142000,13,India
9780330444576,Indecision,Benjamin Kunkel,319000,15,Fiction
9780330481915,Blackout,John J. Nance,183000,13,Bombings
9780330484770,American Psycho,Bret Easton Ellis,285000,19,American fiction
9780330487108,The Mimic Men,V. S. Naipaul,142000,14,British
9780330487146,A Bend in the River,V. S. Naipaul,234000,20,Fiction
9780330487153,The Enigma of Arrival,V. S. Naipaul,397000,7,England
9780330487191,A House for Mr Biswas,Vidiadhar Surajprasad Naipaul,318000,6,Autonomy (Psychology).
9780330488150,The Hunters,Claire Messud,119000,12,American fiction
9780330490269,Dirt Music,Tim Winton,266000,16,Fiction
9780330491198,The Hitchhiker's Guide to the Galaxy,Douglas Adams,237000,19,Dent
9780333666388,City on the Seine,Andrew P. Trout,386000,11,Paris (France)
9780333904916,Fire on the Mountain (Hb),Adam Hochschild,169000,14,Antislavery movements
9780334028963,"The Poet, the Warrior, the Prophet",Rubem A. Alves,375000,13,Religion
9780340425671,Casino Royale,Ian Fleming,152000,9,Bond
9780340637876,How the Irish Saved Civilization,Thomas Cahill,331000,8,Books
9780340689608,Flatmates,Chris Manby,189000,14,Apartments
9780340692912,Crucifix Lane,Kate Mosse,117000,17,London (England)
9780340766163,Shōgun,James Clavell,138000,9,British
9780340766187,Whirlwind,James Clavell,287000,17,Fiction
9780340769201,Running Away from Richard,Chris Manby,214000,14,Actresses
9780340774779,"The Road to War, 1933-1939",Andrew Hunt,359000,15,Germany
9780340796153,Five Go Adventuring Again,Enid Blyton,245000,14,Children's stories
9780340820469,On Writing,Stephen King,133000,15,Authors
9780340828069,Girl Meets Ape,Chris Manby,347000,16,Animal sanctuaries
9780340829776,The Waste Lands,Stephen King,230000,13,Adventure fiction
9780340831205,The Art of Happiness at Work,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,167000,11,Buddhism
9780340837955,Stranger in a Strange Land,Robert A. Heinlein,356000,7,Science fiction
9780340838037,The Pact,Jodi Picoult,171000,11,Bereavement
9780340850626,Interstellar Pig,William Sleator,399000,12,Human-alien encounters
9780340878750,Nightingale's Song,Kate Pennington,334000,14,Juvenile Fiction
9780345251220,Visions from Nowhere,William Arrow,256000,7,Science fiction
9780345301116,Story of O,Pauline Réage,286000,10,Fiction
9780345302359,The Crucible of Time,John Brunner,226000,13,Fiction
9780345305183,On a pale horse,Piers Anthony,165000,14,Fiction
9780345316509,"Job, a Comedy of Justice",Robert Anson Heinlein,313000,12,Fiction
9780345323903,With Friends Like These,Alan Dean Foster,227000,18,Fiction
9780345331052,The Doom that Came to Sarnath,Howard Phillips Lovecraft,156000,6,Fiction
9780345333223,Mission to Moulokin,Alan Dean Foster,362000,20,Fiction
9780345339737,The Fellowship of the Ring,John Ronald Reuel Tolkien,278000,7,Fantasy fiction
9780345345066,The Tolkien Reader,J. R. R. Tolkien,117000,14,Fiction
9780345346292,The Dragons of Eden,Carl Sagan,163000,14,Nature
9780345352446,The Adversary,Julian May,115000,17,Science
9780345368430,Douglas Adams's Starship Titanic,Terry Jones,325000,15,Fiction
9780345375216,The Book of Lost Tales,John Ronald Reuel Tolkien,394000,11,Fiction
9780345396532,First King of Shannara,Terry Brooks,360000,16,Fiction
9780345396556,Ilse Witch,Terry Brooks,247000,10,Fiction
9780345396709,Waterborn,J. Gregory Keyes,233000,17,Fiction
9780345396938,Cry to Heaven,Anne Rice,199000,14,Fiction
9780345397393,The Vampire Companion,Katherine M. Ramsland;Anne Rice,318000,13,Fiction
9780345397607,Starshield Sentinels,Margaret Weis;Tracy Hickman,323000,12,Fiction
9780345397614,The Mantle of Kendis-Dai,Margaret Weis;Tracy Hickman,180000,19,Fiction
9780345409706,Twister,Michael Crichton;Anne-Marie Martin,208000,14,Motion picture plays
9780345414007,Friday,Robert Anson Heinlein,279000,12,Fiction
9780345417961,The 158-Pound Marriage,John Irving,198000,18,Fiction
9780345418265,The Princess Bride,William Goldman,177000,8,Fiction
9780345418685,Reunion,Alan Dean Foster,144000,20,Fiction
9780345418777,Mostly Harmless,Douglas Adams,346000,18,Fiction
9780345419620,The Queen of the Damned,Anne Rice,373000,14,Fiction
9780345419637,The Tale of the Body Thief,Anne Rice,166000,12,Fiction
9780345420749,While I Was Gone,Sue Miller,184000,16,Fiction
9780345422040,Tales of the Cthulhu Mythos,H. P. Lovecraft,178000,14,Fiction
9780345422408,Merrick,Anne Rice,242000,19,FICTION
9780345423870,Candy,Luke Davies,257000,19,Fiction
9780345424624,Nightsword,Margaret Weis;Tracy Hickman,185000,11,Fiction
9780345425928,The Virtues of Aging,Jimmy Carter,339000,19,Biography & Autobiography
9780345428301,Trust Fund,Stephen Frey,160000,13,Fiction
9780345431103,"Star Wars, Episode I",George Lucas,396000,8,Fiction
9780345431912,The King of Elfland's Daughter,Edward John Moreton Drax Plunkett Baron Dunsany,118000,8,Fiction
9780345432407,Omerta,Mario Puzo,368000,9,Fiction
9780345433749,The Genome War,James Shreeve,356000,14,Science
9780345434906,The Real James Herriot,James Wight;Jim Wight,265000,6,Biography & Autobiography
9780345435255,Angel Fire East,Terry Brooks,318000,6,Fiction
9780345435750,Morgawr,Terry Brooks,122000,15,Fiction
9780345435774,Tanequil,Terry Brooks,343000,9,Fiction
9780345436917,The Dress Lodger,Sheri Holman,301000,13,Fiction
9780345437082,Henry VIII,Alison Weir,127000,7,Biography & Autobiography
9780345437839,The Case of the Curious Bride,Erle Stanley Gardner,397000,10,Fiction
9780345437976,The Courtesan,Susan Carroll,382000,14,Fiction
9780345438713,The Collapse of the Common Good,Philip K. Howard,382000,8,Political Science
9780345439109,Drowning Ruth,Christina Schwarz,304000,12,Fiction
9780345439499,The Best of Lester Del Rey,Lester Del Rey,264000,19,Fiction
9780345440143,I Am the One that I Want,Margaret Cho,113000,20,Humor
9780345440839,Schmidt Delivered,Louis Begley,120000,9,Fiction
9780345441034,Black House,Stephen King;Peter Straub,122000,14,Fiction
9780345441300,My Movie Business,John Irving,335000,12,Biography & Autobiography
9780345441690,The Dark Arena,Mario Puzo,139000,13,Fiction
9780345441706,The Sicilian,Mario Puzo,285000,13,Fiction
9780345442123,Time to Be in Earnest,P. D. James,312000,20,Biography & Autobiography
9780345442741,Welcome to the Great Mysterious,Lorna Landvik,253000,18,Fiction
9780345443281,While I was Gone,Sue Miller,314000,14,Fiction
9780345443601,A Stroke of Midnight,Laurell K. Hamilton,230000,17,Fiction
9780345444882,The Talisman,Stephen King;Peter Straub,300000,18,Fiction
9780345445780,Lights Out,Peter Abrahams,195000,7,Fiction
9780345446107,Edge of Victory II,Greg Keyes,146000,19,Fiction
9780345446664,Death in Holy Orders,P. D. James,320000,14,Fiction
9780345448149,A Chosen Few,Mark Kurlansky,235000,12,History
9780345448194,Boogaloo on 2nd Avenue,Mark Kurlansky,377000,13,Fiction
9780345449009,Star Wars,Daniel Wallace,108000,12,Fiction
9780345449023,Star Wars,W. Haden Blackman,325000,15,Performing Arts
9780345450395,Flinx's Folly,Alan Dean Foster,175000,20,Fiction
9780345450692,Clay's Quilt,Silas House,392000,9,Fiction
9780345452511,Sunstorm,Arthur Charles Clarke;Stephen Baxter,160000,16,Fiction
9780345453747,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,151000,8,Fiction
9780345453860,Shadow Dance,Julie Garwood,133000,16,Fiction
9780345455826,1968,Mark Kurlansky,176000,16,History
9780345455918,The Probable Future,Alice Hoffman,345000,19,Fiction
9780345457370,The Bonesetter's Daughter,Amy Tan,292000,6,Fiction
9780345457691,Altered Carbon,Richard K. Morgan,143000,7,Fiction
9780345457745,Market Forces,Richard K. Morgan,163000,16,Fiction
9780345458568,Tales Before Tolkien,Douglas A. Anderson,299000,12,Fiction
9780345458940,Body Double,tess girritsen,310000,17,Fiction
9780345461278,Lost and Found,Alan Dean Foster,288000,17,Fiction
9780345461308,The Light-Years Beneath My Feet,Alan Dean Foster,124000,7,Fiction
9780345461360,To The Last Man,Jeff Shaara,192000,16,Fiction
9780345461582,Sliding Scales,Alan Dean Foster,116000,6,Fiction
9780345461612,Running from the Deity,Alan Dean Foster,136000,6,Fiction
9780345461674,Judas Unchained,Peter F. Hamilton,307000,13,Fiction
9780345463050,The Swarm War,Troy Denning,132000,15,Fiction
9780345463098,Yoda,Sean Stewart,128000,15,Fiction
9780345463159,The Fourth Hand,John Irving,358000,9,Fiction
9780345464019,Saving Fish from Drowning,Amy Tan,239000,8,Fiction
9780345464972,A Parchment of Leaves,Silas House,382000,6,Fiction
9780345465542,The Heritage of Shannara,Terry Brooks,282000,7,Fiction
9780345467324,Perfect Nightmare,John Saul,303000,10,Fiction
9780345468031,The Franklin Affair,Jim Lehrer,182000,9,Fiction
9780345468390,The Chronicles of Riddick,Alan Dean Foster,247000,16,Fiction
9780345472458,The Amateur Marriage,Anne Tyler,144000,6,Fiction
9780345475732,Star Wars,James Luceno,267000,8,Fiction
9780345476098,The Guns of August,Barbara Wertheim Tuchman,208000,7,History
9780345476517,Wish You Were Here,Nick Webb,157000,8,Biography & Autobiography
9780345476722,The Fortunate Pilgrim,Mario Puzo,396000,15,Biography & Autobiography
9780345476883,The Vampire Lestat,Anne Rice,293000,5,Fiction
9780345476982,Vanish,Tess Gerritsen,224000,17,Fiction
9780345477361,Darth Bane,Drew Karpyshyn,145000,18,Fiction
9780345477385,Star Wars,Timothy Zahn,310000,8,Fiction
9780345477521,Tempest,Troy Denning,260000,14,Fiction
9780345477606,Star Wars,Ann Margaret Lewis;Helen Keier,160000,17,Fiction
9780345477972,Tsubasa,CLAMP (Mangaka group),191000,9,Juvenile Fiction
9780345478238,"Narrative of the Life of Frederick Douglass, an American Slave",Frederick Douglass;Harriet Jacobs,158000,18,Biography & Autobiography
9780345478245,Already Dead,Charlie Huston,390000,6,Fiction
9780345478252,No Dominion,Charlie Huston,389000,12,Fiction
9780345479174,Trump,Donald Trump,189000,8,Biography & Autobiography
9780345479396,Ego & Hubris,Harvey Pekar,200000,12,Biography & Autobiography
9780345479457,Inferno,Alex Irvine;Bob Kane,105000,7,Comics & Graphic Novels
9780345479723,Until I Find You,John Irving,295000,19,Fiction
9780345480057,The Coal Tattoo,Silas House,304000,6,Fiction
9780345481290,Throne of Jade,Naomi Novik,227000,15,Fiction
9780345481337,A Dangerous Man,Charlie Huston,196000,19,Fiction
9780345482402,Enchantment,Orson Scott Card,330000,15,Fiction
9780345483171,How to Be Lost,Amanda Eyre Ward,198000,12,Fiction
9780345483195,Queen of the Underworld,Gail Godwin,249000,8,Fiction
9780345483898,Jarka Ruus,Terry Brooks,279000,14,Fiction
9780345484109,Armageddon's Children,Terry Brooks,293000,9,Fiction
9780345484291,Tsubasa 9 Reservoir Chronicle,CLAMP (Mangaka group),182000,10,Unknown Category
9780345485250,Thirteen,Richard K. Morgan,254000,15,Fiction
9780345485281,"Tsubasa, 11",CLAMP (Mangaka group),200000,7,Amnesia
9780345485328,Tsubasa 12 Reservoir Chronicle,CLAMP (Mangaka group),103000,6,Graphic novels
9780345486479,Candy Licker,Noire,252000,11,Fiction
9780345486585,Drop Dead Gorgeous,Linda Howard,204000,10,Fiction
9780345487032,The Devil's Labyrinth,John Saul,256000,11,Fiction
9780345487421,Feel the Fear-- and Do it Anyway,Susan J. Jeffers,269000,14,Psychology
9780345487629,The Devilish Pleasures of a Duke,Jillian Hunter,277000,10,Fiction
9780345490094,Star Wars Republic Commando,Karen Traviss,134000,6,Fiction
9780345490643,The Manhattan Hunt Club,John Saul,160000,5,Fiction
9780345492869,The Voyage of the Jerle Shannara Trilogy,Terry Brooks,255000,6,Fiction
9780345494023,The Plague Dogs,Richard Adams,154000,17,Fiction
